time,open,high,low,close,tick_volume,spread,real_volume,pip_value,point
2022-07-05 00:00:00,1.04199,1.04201,1.04197,1.042,27,56,0,0.0001,1e-05
2022-07-05 00:15:00,1.04199,1.04209,1.04188,1.04202,37,56,0,0.0001,1e-05
2022-07-05 00:30:00,1.042,1.04206,1.04198,1.04203,41,56,0,0.0001,1e-05
2022-07-05 00:45:00,1.04209,1.04212,1.04198,1.04207,104,56,0,0.0001,1e-05
2022-07-05 01:00:00,1.04204,1.04278,1.04204,1.04242,222,0,0,0.0001,1e-05
2022-07-05 01:15:00,1.04242,1.04266,1.04221,1.0425200000000001,703,0,0,0.0001,1e-05
2022-07-05 01:30:00,1.0425200000000001,1.04269,1.0423,1.04248,329,0,0,0.0001,1e-05
2022-07-05 01:45:00,1.04248,1.04274,1.04239,1.04274,530,0,0,0.0001,1e-05
2022-07-05 02:00:00,1.04274,1.04339,1.04265,1.04337,822,0,0,0.0001,1e-05
2022-07-05 02:15:00,1.04337,1.04364,1.04325,1.04325,476,0,0,0.0001,1e-05
2022-07-05 02:30:00,1.04325,1.04339,1.04311,1.0432,718,0,0,0.0001,1e-05
2022-07-05 02:45:00,1.0432,1.04348,1.04312,1.04326,691,0,0,0.0001,1e-05
2022-07-05 03:00:00,1.04326,1.04355,1.04297,1.04341,1076,0,0,0.0001,1e-05
2022-07-05 03:15:00,1.0434,1.04341,1.04271,1.0429599999999999,910,0,0,0.0001,1e-05
2022-07-05 03:30:00,1.0429599999999999,1.04331,1.04281,1.04327,1051,0,0,0.0001,1e-05
2022-07-05 03:45:00,1.04327,1.04355,1.04319,1.04337,1072,0,0,0.0001,1e-05
2022-07-05 04:00:00,1.04337,1.04355,1.04293,1.04302,1248,0,0,0.0001,1e-05
2022-07-05 04:15:00,1.04302,1.04306,1.04231,1.04288,961,0,0,0.0001,1e-05
2022-07-05 04:30:00,1.04288,1.04381,1.04272,1.0434,1120,0,0,0.0001,1e-05
2022-07-05 04:45:00,1.04341,1.04373,1.04323,1.04352,791,0,0,0.0001,1e-05
2022-07-05 05:00:00,1.04352,1.04358,1.04318,1.04327,828,0,0,0.0001,1e-05
2022-07-05 05:15:00,1.04327,1.04345,1.04292,1.04301,694,0,0,0.0001,1e-05
2022-07-05 05:30:00,1.04301,1.04323,1.04288,1.04322,754,0,0,0.0001,1e-05
2022-07-05 05:45:00,1.04322,1.04324,1.04283,1.04295,693,0,0,0.0001,1e-05
2022-07-05 06:00:00,1.04295,1.0431,1.04277,1.04309,812,0,0,0.0001,1e-05
2022-07-05 06:15:00,1.04309,1.04321,1.04288,1.04308,909,0,0,0.0001,1e-05
2022-07-05 06:30:00,1.04307,1.04366,1.04305,1.04347,590,0,0,0.0001,1e-05
2022-07-05 06:45:00,1.04347,1.04361,1.04325,1.04349,588,0,0,0.0001,1e-05
2022-07-05 07:00:00,1.04348,1.0436,1.04302,1.04353,705,0,0,0.0001,1e-05
